id,order_id,ticket_type_id,serial_no,price_cents,holder_person_id,qr_code,status,issued_at,checked_in_at,created_at,updated_at
2e6ef783-7c71-46e1-a6c1-487b63252862,b236a97c-713f-4cfc-a376-904edb642366,b4f50e65-8c26-4ffa-a291-a685c5d13601,1,1000,,4023bd7f33984b24a04338f2,issued,2025-06-24T19:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
5e718435-040d-4864-b24a-c07db36a10e7,7d0c2e57-d30b-494e-80b0-654932c0f2fd,3ce8a035-389f-42c7-b772-5a029f52c4b2,1,5000,,a8f4690c00a845369aefc653,void,2025-05-30T17:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
842ff35c-824f-4e49-9638-1ed93d74f020,b4ac4140-74d0-4aaa-a8b6-80b568084fe8,006b9694-8ddf-42ed-aeaa-59ca1fa45165,1,5000,,,void,2025-07-17T13:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
9eb67490-d64d-4bb3-b0d0-e49eb2ce0069,4fcc8a14-60d3-499f-8075-c9c523255521,96f9f7c2-6aa5-42e5-a2c1-e737e77abcb9,1,4000,,,void,2025-04-08T10:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
2ddf4018-04dc-426e-83b8-95ea1998be89,7778d6d3-5ccd-4d95-805a-b6e7c566dc72,369e8da4-63e8-4147-90c2-34fbbbbbeb55,1,500,,0987dced4b404fd1bdc77af6,issued,2025-06-02T10:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
c391bcc7-0040-42cd-9190-cdae0f54551b,e3c17914-b3aa-4fa3-a1f7-c6a2e8aaa9cd,3ed1079c-ced7-4d69-b075-08366f0a4c41,1,500,,b631f9a3b9be4983be498e51,void,2025-05-21T20:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
ecdfe4d7-89d8-4beb-b779-c406d66175ef,c4852b30-8653-452b-9b5d-db52f4948199,aa457d2c-5333-4057-8b0c-e58ac5b53584,1,2000,,,void,2025-04-22T12:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
023c52ad-cceb-4f6c-9b67-f431b5c3c92f,9e30a06b-4719-4dbb-880e-6303a757722d,1c4cba1b-affc-4fea-9432-43c6a1967eb7,1,2500,,698c5b36030c4b9a84e22ce4,issued,2025-06-16T21:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
fc82710a-aac4-446f-a000-e19cce7811d8,adefe024-100d-4002-9412-4db3bf468375,54c6f75b-ac52-49c5-86f9-0d9c8bbed2ec,1,1500,,952e4b9cc1924003b71d0347,issued,2025-04-25T13:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
fd15f214-c477-42a8-9cf8-49211a48709a,096fb2b9-c2df-475c-8462-e8bc536a97c7,be253427-a253-44d8-b415-bf90268c3b0b,1,500,,f4564fd2c72e42b8948ef394,checked_in,2025-07-24T15:25:02.603737+00:00,2025-07-24T19:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
a2cc5966-d4a5-435a-97b0-8d95e1242f30,1da977de-1c3b-47c7-ac03-e26255f69ec8,d49de237-a289-4553-8ec1-5d505786dbf2,1,1500,,,issued,2025-04-13T18:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
ddc7c267-55d3-46f5-9681-76000b63e6ea,933e13aa-0a02-49d7-98ba-7e36ce98befb,5e716545-e795-4a96-b7af-08450edd9b70,1,1000,,a5c4f96278a749debd3efd65,void,2025-04-16T03:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
8a609a54-67b2-44bf-92f7-278ef84dd250,f51f515f-d16e-4e22-ad37-5f1bf9630eb0,e3e30d54-eea0-4933-ad20-757302f0a9d2,1,5000,,9d26e84b935745afaecfd03e,checked_in,2025-07-29T08:25:02.603737+00:00,2025-07-29T13:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
a1d4ae2c-7dad-43d0-b58b-f180e12a4ce7,5bef6c17-5a01-4ee2-aeab-c0ba923a1f0e,a3b9fba0-a5a0-4182-8cdb-a79f69b372f3,1,4000,,6f93ad3f477749bca0794411,void,2025-07-11T10:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
f1b766e6-a5f7-4750-9fc5-df43a95fd3eb,457e8a3b-f02f-4a3a-a2c4-c1e864d72c07,993ab59d-0f9e-44cf-b94f-2f9c65af90d1,1,2000,,fb9b9f439ee0452a8f9b3bfc,void,2025-07-04T06:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
1e966423-8917-4075-ad12-894907d09960,f87af782-13a1-480c-bd9b-c6bb141b4e21,14cd8369-f07d-42a7-bf51-746a1deb303e,1,1000,,9ad47a8335ac4132b6d41ec4,void,2025-05-15T12:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
7353d532-088c-4e20-afe1-963897199dde,d44ab371-10cc-459d-a64f-725c26c4baea,dbd872da-ad03-44b4-9212-5cff741a10e8,1,0,,,issued,2025-04-11T12:25:02.603737+00:00,,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
a93c0cca-f895-468d-b4dd-ca4d1fe3e136,d1a5c09e-425d-4747-826b-5e4387eb4b88,f908fb2d-80be-4444-9d5b-609cbb936a9e,1,2000,,e4749640c6104ef4aa6d883b,checked_in,2025-05-19T13:25:02.603737+00:00,2025-05-19T19:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00,2025-09-04T16:25:02.603737+00:00
