id,calendar_id,date,day_type,notes,created_at,updated_at
63254d71-ae10-4744-872e-74c84e0b1f96,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2024-12-29,weekend,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
a496efa3-fa71-4f7c-9279-b99ab4670a3a,4e46a972-ed4d-4a21-9a16-480092175735,2025-01-18,weekend,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
3213be4e-7488-4564-97ac-e2382fab1e61,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-01-20,instructional,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
1849867b-4aec-40e5-8ceb-8707ded4dc92,4e46a972-ed4d-4a21-9a16-480092175735,2025-04-22,break,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
1553e93e-b260-4743-aa4a-b336451c598e,0bfbe293-6661-4641-beba-7eab9a11e016,2025-09-01,instructional,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
c6caf1b6-3ea5-4311-8fba-ad2d9b6fb9eb,0bfbe293-6661-4641-beba-7eab9a11e016,2025-01-15,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
762fcc78-f8fd-40ac-8608-18a24e27e2b5,d39479b6-ffec-403b-8269-e931cb740dfb,2025-03-10,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
c3ce1c3b-27be-437b-aace-054d1cfce4bc,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-05-31,weekend,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
24a018c7-3512-4479-9002-9b3114c21460,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-01-04,weekend,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
ca1914ad-cae5-436e-877a-f93b68fd5ae4,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-06-08,weekend,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
0af8b859-acd8-41a6-ad51-d5a089b5b472,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-02-12,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
06128c53-3fca-498c-8b6c-c93c5ce53912,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-07-23,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
8092cada-8b9e-474e-b943-53bcdf0df40b,4e46a972-ed4d-4a21-9a16-480092175735,2025-04-01,instructional,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
b9bb024e-5ab2-49f2-89d8-ee21f443b1cd,4e46a972-ed4d-4a21-9a16-480092175735,2025-04-28,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
bbaf5f27-93a3-4091-a292-c267a980ef07,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-05-07,instructional,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
cb6c889f-6274-40d0-b7e8-c1623f8f0545,5183bb54-d678-45d8-97a7-a2f551ee019c,2025-06-07,weekend,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
096acae7-289d-4daa-96f1-66ebda3d50d5,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-05-24,weekend,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
c3c283b6-0a72-4dab-b5ec-dc44c6bf660c,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-07-18,instructional,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
4aec3b87-51cf-49bc-93ab-28e17e954c06,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-07-02,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
6326593f-0093-4d72-b5a1-8f23355d5c1d,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-06-24,inservice,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
03ff7e0b-dd4e-4a1a-8b4f-e6caecd85634,0bfbe293-6661-4641-beba-7eab9a11e016,2025-03-30,weekend,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
25440505-e8c5-4669-b6eb-c5364f50abdf,d39479b6-ffec-403b-8269-e931cb740dfb,2025-03-15,weekend,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
39e63255-96f2-44f5-bb2e-3f8c3ef501e5,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-01-09,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
29f5fd4d-34e0-42b4-8704-99e8a36b2797,d39479b6-ffec-403b-8269-e931cb740dfb,2025-03-30,weekend,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
b7b347d6-9b12-43c4-af5e-3c8f82f75d9c,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-06-09,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
68b9c306-eeb6-4649-a8f3-b6fdc5c503bf,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-06-06,other,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
a54901dc-c524-418b-aea4-f2c2f2434b9f,d39479b6-ffec-403b-8269-e931cb740dfb,2025-02-01,weekend,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
e53215c5-8d4c-4b22-9adb-a73805667e40,4e46a972-ed4d-4a21-9a16-480092175735,2024-12-14,weekend,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
a32f7cc4-a2c1-434e-9f00-57af9125a4f1,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-06-25,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
7f319fda-5ef4-4510-9d6d-2863506f3eef,5183bb54-d678-45d8-97a7-a2f551ee019c,2025-04-03,instructional,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
0d8a63c4-1f5d-495c-95aa-4f43a0321a68,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-07-11,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
411abfcd-bc3d-4e6d-85b8-bfde78518381,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-06-19,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
22d038f0-106c-47dd-b8b9-cca701d6a527,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-09-02,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
f6b02549-acc5-4f93-9688-f3e032a4648b,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-04-29,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
1ea642ac-b807-4169-a300-41dafdfb8546,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-06-13,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
aec1e427-2422-4f4d-a8e2-f11dc0ecb534,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-07-27,weekend,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
d6e40314-d3c6-4be9-8857-da7fa6658e3b,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-02-23,weekend,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
5389bdfa-5909-482c-ae46-3afe26a5d183,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-04-27,weekend,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
d8c4cc56-bff8-4082-8e71-b56e8efe4169,0bfbe293-6661-4641-beba-7eab9a11e016,2025-01-19,weekend,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
41e8201f-d9ae-4a90-a649-ead93dc143d0,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-02-23,weekend,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
9826182b-2cb5-43c4-b8cb-d6f2b2275561,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-05-19,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
3ecf530b-82d6-487d-96e1-1a5ee853daa4,4e46a972-ed4d-4a21-9a16-480092175735,2025-09-02,inservice,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
bf2dd592-c826-430a-881f-515c391a7b9b,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-07-26,weekend,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
43da9ba9-16d8-4529-9c6c-4a7e0df86dee,d39479b6-ffec-403b-8269-e931cb740dfb,2024-12-30,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
96cb77eb-5a48-4928-8963-78b5ab4fa99d,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-05-16,instructional,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
07a48851-c2b0-47e8-a014-03bdea7d030d,0bfbe293-6661-4641-beba-7eab9a11e016,2025-07-25,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
4d7e45d1-de2f-4f6d-ada9-0b36e26e140f,5183bb54-d678-45d8-97a7-a2f551ee019c,2025-01-16,instructional,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
4e3cf878-526b-4d31-b83f-55d7a6d184da,5183bb54-d678-45d8-97a7-a2f551ee019c,2025-05-18,weekend,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
b7a6460a-67a2-4e20-a4c9-83857142a270,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-01-21,instructional,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
5133173b-bd17-4af1-a01b-b59d052a02cb,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-04-28,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
51875a18-3eb7-4ce4-94a6-3e865b1ec694,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-03-21,instructional,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
856349be-d5dd-450d-acc7-31161d63d5af,5183bb54-d678-45d8-97a7-a2f551ee019c,2025-08-20,instructional,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
4871a970-2040-4b4a-9360-c3f2098715c2,4e46a972-ed4d-4a21-9a16-480092175735,2025-08-30,weekend,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
dbf072fb-db02-4d81-bb73-223d0146727b,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-02-25,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
139fd791-ff4f-4f18-a2ea-2f1dd3796be4,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-03-05,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
ab095c80-0cdd-4083-a72f-2e491c1db3cd,d39479b6-ffec-403b-8269-e931cb740dfb,2025-05-18,weekend,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
911a82a5-7abb-4adc-8c44-e279a58260a6,0bfbe293-6661-4641-beba-7eab9a11e016,2025-08-31,weekend,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
4d5e3305-fbd2-4ff4-9bb2-9a8667834a0f,d39479b6-ffec-403b-8269-e931cb740dfb,2025-02-23,weekend,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
3c62808c-7eff-472a-af51-1abbc01c1ec7,d39479b6-ffec-403b-8269-e931cb740dfb,2025-04-13,weekend,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
f2c97fbc-3675-40b5-a10c-945a2affc54b,0bfbe293-6661-4641-beba-7eab9a11e016,2024-12-30,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
8932f34d-0725-4d88-887f-49c9a3ef12c1,4e46a972-ed4d-4a21-9a16-480092175735,2025-04-14,other,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
9e2016ed-d3f7-419c-823a-19f533ac863b,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-03-28,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
ae98357b-fe71-4ef4-b21a-134fe14f474d,d39479b6-ffec-403b-8269-e931cb740dfb,2025-04-24,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
f72a1318-13c4-46ce-92ba-470253fa2d91,d39479b6-ffec-403b-8269-e931cb740dfb,2025-05-15,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
e3b5709c-bfbe-44d8-b7ba-6183fc1a16d2,5183bb54-d678-45d8-97a7-a2f551ee019c,2025-05-08,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
65e56728-3f18-4eb6-b1b7-34272a7ca31d,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-06-04,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
c97a1e70-9b29-4249-8453-1c8ca6c27488,4e46a972-ed4d-4a21-9a16-480092175735,2025-05-01,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
8bb2e1e5-10d1-4713-9705-c8546f888c91,4e46a972-ed4d-4a21-9a16-480092175735,2025-06-05,instructional,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
9556bbbc-a2f2-4ff1-9b3e-f98bccc163d4,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-02-10,holiday,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
e08b503c-8ea2-4fc8-854e-7bc055a901cd,5183bb54-d678-45d8-97a7-a2f551ee019c,2024-12-06,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
8d6d2b60-0b9b-45e0-adcb-d4cc14207f97,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2024-12-25,instructional,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
fc191380-d50a-493e-aee8-024c385871c1,0bfbe293-6661-4641-beba-7eab9a11e016,2025-04-20,weekend,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
cb9faf97-64a7-4d8a-964b-31308c73ead9,d39479b6-ffec-403b-8269-e931cb740dfb,2025-07-03,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
21245490-7a9b-4ff0-9903-e5c144ac7784,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-08-17,weekend,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
3b45e6df-d41b-4f57-b997-151edcce29e7,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-04-25,instructional,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
bb56c9ed-e059-4b91-bcdc-5a8b0971880f,4e46a972-ed4d-4a21-9a16-480092175735,2025-08-12,holiday,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
0035378f-5828-4ec3-a2ca-a319a0e83829,5183bb54-d678-45d8-97a7-a2f551ee019c,2024-12-27,instructional,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
9e1d17a3-1744-43d6-bd80-e2c63a5bf439,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-03-15,weekend,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
3b7a0526-1d93-4b7e-9daf-4e5cd89fb533,4e46a972-ed4d-4a21-9a16-480092175735,2025-04-17,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
6aa3f5bb-c14a-4be5-bb0a-bd82ec480942,4e46a972-ed4d-4a21-9a16-480092175735,2025-08-28,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
ff260036-de86-4c91-8418-cb00e6e9f7e6,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-06-02,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
7500d778-f972-4825-ba27-8191761ea1e9,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-02-11,other,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
70ea5424-b00d-44c6-9578-e11ed6974406,0bfbe293-6661-4641-beba-7eab9a11e016,2025-06-01,weekend,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
03ffd7dd-3f41-4c48-8f15-e6d67a4cfb87,4e46a972-ed4d-4a21-9a16-480092175735,2025-06-02,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
836311f9-2706-4750-bab6-42653996f478,d39479b6-ffec-403b-8269-e931cb740dfb,2025-05-14,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
e16a39a6-056b-401a-870f-a4e7777aa0f0,d39479b6-ffec-403b-8269-e931cb740dfb,2025-02-15,weekend,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
4198d368-6aa9-4552-bb99-aba0508e8271,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-04-04,instructional,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
7ac162d4-f8ce-4ebe-a489-016b9e60eb7f,d39479b6-ffec-403b-8269-e931cb740dfb,2025-01-12,weekend,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
a0b45aab-8e1f-4e07-a84b-4cfe803afe55,4e46a972-ed4d-4a21-9a16-480092175735,2025-07-13,weekend,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
234378e3-63c3-42af-89a1-baff5a7ce348,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-03-08,weekend,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
4fd0e00b-a49e-407d-a3f3-8cadd33644f1,0bfbe293-6661-4641-beba-7eab9a11e016,2024-12-22,weekend,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
88599060-20a8-45bc-8544-6a839a997bf4,4e46a972-ed4d-4a21-9a16-480092175735,2025-04-11,instructional,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
4df41c0b-85f7-4b95-a19e-6f6ee5630cbf,0bfbe293-6661-4641-beba-7eab9a11e016,2025-08-28,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
9bb3af49-c1a3-43c2-9266-7d950182f0fb,5183bb54-d678-45d8-97a7-a2f551ee019c,2025-05-04,weekend,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
6b9c02cb-8eb9-4625-bee0-20ec02ec8bed,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-02-16,weekend,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
9b5c15f0-fd1b-4656-89bb-46f8f953078e,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-07-07,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
b22d7e90-5317-478f-9b2f-29a907af5e8f,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-07-31,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
679baf2a-e93d-4693-bc3e-e48b7bf369a6,0bfbe293-6661-4641-beba-7eab9a11e016,2025-03-15,weekend,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
df691395-8f50-48d1-9703-4d1626c1c650,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-07-10,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
27259713-7de9-41ce-acb1-f9bb7ef82748,0bfbe293-6661-4641-beba-7eab9a11e016,2025-05-01,break,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
f7708f99-589d-406f-94e7-e8a03b512a87,d39479b6-ffec-403b-8269-e931cb740dfb,2025-07-08,other,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
44c6747c-7d43-41ff-8525-3e9f3330b4cb,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-01-15,instructional,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
1a7fb09d-0316-49b7-9361-6778ab216a55,5183bb54-d678-45d8-97a7-a2f551ee019c,2025-08-08,inservice,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
30f71166-c72b-4933-ab13-12db0e8a22c2,d39479b6-ffec-403b-8269-e931cb740dfb,2025-02-27,instructional,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
