id,student_id,intervention,start_date,end_date,created_at,updated_at
7f161b39-23da-4df2-907a-36bbad75c4f2,106e1493-29ff-42cf-a8cd-aa8b76e372b1,Daily behavior report card,2025-03-05,2025-03-15,2025-09-02T20:51:37.980054+00:00,2025-09-02T20:51:37.980054+00:00
f459f378-6c6b-4d0c-90a9-fb2d85004091,137d45e6-1b07-4343-acb5-b16683afac5d,Social skills coaching,2025-06-28,2025-07-29,2025-09-02T20:51:37.980098+00:00,2025-09-02T20:51:37.980098+00:00
2a22ce1f-b9ce-440d-93bb-0325c8dd0945,45c942cc-a451-4182-a91a-0b5eef98f655,Parent/guardian meeting,2025-05-14,,2025-09-02T20:51:37.980123+00:00,2025-09-02T20:51:37.980123+00:00
c4e290fe-f6eb-4dc0-ac9d-26c20fde23e9,e700b846-5de4-4d3f-8a84-fe500c5061d7,Goal setting & self-monitoring,2025-04-07,2025-04-16,2025-09-02T20:51:37.980140+00:00,2025-09-02T20:51:37.980140+00:00
7b97cfa2-9d3c-4c95-af91-b1729a0bc10b,7bd47d8d-15b6-400e-b39d-258d82211488,Goal setting & self-monitoring,2025-01-07,,2025-09-02T20:51:37.980155+00:00,2025-09-02T20:51:37.980155+00:00
cc890e3d-5275-4d93-a037-f78f655cd6c9,309cb40b-f90e-4f8b-b240-8ceed96e7450,Social skills coaching,2025-04-16,,2025-09-02T20:51:37.980169+00:00,2025-09-02T20:51:37.980169+00:00
507e0d96-1d1d-4292-904c-17d7775794fc,d80cc4fe-aad9-4001-9d1b-f1474c787348,Small-group counseling,2025-06-26,2025-07-25,2025-09-02T20:51:37.980184+00:00,2025-09-02T20:51:37.980184+00:00
466e01bf-d357-4618-99cd-4d3cdf3b5a92,e20c1dee-6a61-4eab-b05c-efef8eedfb8d,Functional behavior assessment (FBA),2024-12-24,2025-01-21,2025-09-02T20:51:37.980199+00:00,2025-09-02T20:51:37.980199+00:00
7be43091-c7cb-4122-845a-97358737f8da,fb269687-9a54-43cf-9a96-e7570c958ee1,Restorative conference,2025-01-29,2025-02-28,2025-09-02T20:51:37.980214+00:00,2025-09-02T20:51:37.980214+00:00
497c93e1-fe94-41a7-953f-33d9a70ae421,d8456202-48f0-43c1-802c-78bfc5bdce2e,Preferential seating,2025-08-07,,2025-09-02T20:51:37.980228+00:00,2025-09-02T20:51:37.980228+00:00
5105bc04-f036-43ab-9290-06506a34d237,b24b1195-2082-4bb2-8c16-7ec004dd59fd,Behavior contract,2025-04-04,2025-05-24,2025-09-02T20:51:37.980243+00:00,2025-09-02T20:51:37.980243+00:00
3c9b5d8b-a7a1-47dc-befc-ae7bbb43476b,cc5ab526-5ceb-40b5-a37b-0a0020e448d5,Behavior intervention plan (BIP),2025-07-22,,2025-09-02T20:51:37.980257+00:00,2025-09-02T20:51:37.980257+00:00
2546974d-4611-45e5-90a5-222b6f2d1b3f,97e8ba2c-0a9d-43eb-bba7-b7b3f2145df7,PBIS Tier 2 supports,2025-04-10,,2025-09-02T20:51:37.980270+00:00,2025-09-02T20:51:37.980270+00:00
2d9071e8-d7a0-4b5b-9d79-f48098d41a72,45c942cc-a451-4182-a91a-0b5eef98f655,Mentoring,2024-12-25,2025-01-14,2025-09-02T20:51:37.980285+00:00,2025-09-02T20:51:37.980285+00:00
